,cohesion,comm_algorithm,dep_sim_corr,feature_algorithm,inter_similarity,project,silhouette
3208,0.9014855408289867,infomap,0.15731906116604344,document,0.9652059052536384,Singularity,-0.09120065755461972
3209,0.8937025209033744,infomap,-0.7015791182850496,document,0.9778195191780361,siren4j,0.09483713713526011
3210,0.9210164572897894,infomap,0.1250614963175348,document,0.937841627352181,sis,-0.20119213276120934
3211,0.8578816423115248,infomap,-0.10225246661661036,document,0.9639331959996769,slf4j,0.04010258367141163
3212,0.8789887000592642,infomap,0.11559298677048116,document,0.9268079281720643,smile,-0.11408590282406103
3213,0.8910277152555166,infomap,0.15111190312289247,document,0.9688547744248255,smooks,-0.10952284075838725
3214,0.8935160563758417,infomap,-0.0590254853985954,document,0.9897447810574442,sonar-java,0.030034933964921948
3215,0.8570805147521267,infomap,-0.44323525059696195,document,0.9761067478388635,spark,0.022341960447905995
3216,0.945120162116585,infomap,-0.01284058911807669,document,0.9599490781940981,spatial4j,-0.22718738037140923
3217,0.9167881780331324,infomap,0.2387143751859089,document,0.8944970760851241,speedment,-0.12836339671570213
3218,0.9477176898840471,infomap,0.2808707912355275,document,0.9140865291173957,spotbugs,-0.3310793032520193
3219,0.8998337385035822,infomap,0.2020349704072634,document,0.9366555398917226,spring-framework,-0.17652454086418062
3220,0.8970130241384152,infomap,-1.0,document,0.991422488464134,springdoc-openapi,0.028889110950405805
3221,0.9077534001069777,infomap,-0.5975370295573332,document,0.9300171138947113,sql2o,0.09777519367540544
3222,0.871014113572695,infomap,-1.0,document,0.9919287652178947,sshj,0.02265527498239088
3223,0.873039252332561,infomap,-0.2239821522906899,document,0.9885525608335295,stagemonitor,0.05318292419131606
3224,0.9209584042257658,infomap,0.13521618355783474,document,0.9330760589490452,storm,-0.20614805851374113
3225,0.9484417288542208,infomap,-0.13910278025103606,document,0.959278780000161,storm-crawler,-0.15062036179151278
3226,0.8660490619148158,infomap,-1.0000000000000002,document,0.9817793202142052,stripe-java,-0.010047929827959996
3227,0.9308645989478973,infomap,-0.055814332483745184,document,0.9443324259951958,Sundial,-0.06573957998920169
3228,0.8941477732838294,infomap,-1.0,document,0.987278809222618,super-csv,0.2330006433454776
3229,0.9429243009860334,infomap,0.12728096541467343,document,0.9427658786561879,swagger-core,-0.1997337487197567
3230,0.9393820548435101,infomap,0.07976299682034817,document,0.9297739177958458,tablesaw,-0.22027280147879758
3231,0.8866749739304398,infomap,-0.9999999999999999,document,0.9956477835747957,takes,0.06160599347544788
3232,0.9266586591392154,infomap,0.24923336149923586,document,0.9227732389324892,tapestry-5,-0.35313967638492183
3233,0.9413847739524773,infomap,0.20271777205791397,document,0.9258197886673769,testcontainers-java,-0.03680465920528629
3234,0.87868843543828,infomap,-1.0,document,0.9861540128105988,text-io,0.09048656041405048
3235,0.9599942093662626,infomap,,document,0.9462474600909971,threeten-extra,-0.039092785995229674
3236,0.9179666476482203,infomap,0.09023450121555654,document,0.9655053089084513,thumbnailator,0.03562706203994275
3237,0.8626502932772535,infomap,-0.9999999999999999,document,0.9904547459503079,thymeleaf,0.09800378892649766
